ID,Category,Status,Latitude,Longitude,category_encoded,status_encoded,density_score,category_frequency,is_pending,priority_label,created_at,closed_at,days_open,resolution_days,outcome_label_reason,same_category_neighbors,data_source,priority_score_eq1,label_source
69109944,Drainage,Pending,40.61477713342629,-73.92159496856299,0,2,0.0007745247582018,300,1,1,2026-05-24 14:30:00+00:00,,9.583436771724536,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69122350,Drainage,Pending,40.75029392324656,-73.99484248924927,0,2,0.0008187824178677,300,1,1,2026-05-25 17:25:00+00:00,,8.461908993946759,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69106731,Drainage,Pending,40.76348526216406,-73.73148155193783,0,2,0.0002186735264324,300,1,1,2026-05-24 11:05:00+00:00,,9.725797882835648,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69047177,Water Supply,Pending,40.74495157674609,-73.8612924333529,4,2,0.0004060308658033,1500,1,2,2026-05-19 19:34:00+00:00,,14.372325660613429,,unresolved_between_7_and_30_days,0,nyc_open_data,0.7,Equation 1 synthetic scoring transfer
69156026,Waste,Completed,40.769087265740104,-73.72911954867762,3,1,0.0002137630776781,1369,0,0,2026-05-28 08:04:04+00:00,2026-05-29 14:27:55+00:00,5.851446030983796,1.2665625,resolved_within_7_days,0,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69095995,Pothole,Completed,40.7343762769571,-73.87341674191903,1,1,1.0,1500,0,0,2026-05-22 17:34:20+00:00,2026-05-25 21:45:00+00:00,11.455427512465278,3.174074074074074,resolved_within_7_days,11,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69109950,Drainage,Pending,40.70257714559124,-73.73787254366624,0,2,0.0003879642288714,300,1,1,2026-05-24 11:24:00+00:00,,9.712603438391204,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69129664,Pothole,Pending,40.672005025421534,-73.99387881487084,1,2,0.0002657245867648,1500,1,1,2026-05-26 16:25:38+00:00,,7.503135845798612,,unresolved_between_7_and_30_days,0,nyc_open_data,0.54,Equation 1 synthetic scoring transfer
69140069,Pothole,Completed,40.713179221594146,-73.99250070375787,1,1,1.0,1500,0,0,2026-05-27 14:48:19+00:00,2026-05-27 16:39:45+00:00,6.57071686431713,0.0773842592592592,resolved_within_7_days,9,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69106740,Drainage,Pending,40.74772208747069,-73.94943019261333,0,2,0.0006041735128399,300,1,1,2026-05-24 18:57:00+00:00,,9.39802010505787,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69112094,Drainage,Pending,40.72322472680149,-73.87889639194377,0,2,0.0005461694477555,300,1,1,2026-05-24 11:12:00+00:00,,9.720936771724537,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69190329,Water Supply,Completed,40.745255620333715,-73.95191138074621,4,1,0.2604882595935135,1500,0,1,2026-05-31 11:32:00+00:00,2026-05-31 13:58:00+00:00,2.7070478828356483,0.1013888888888888,resolved_within_7_days,22,nyc_open_data,0.55,Equation 1 synthetic scoring transfer
69114466,Water Supply,Completed,40.87024711774968,-73.89081712029888,4,1,0.0003929792964303,1500,0,1,2026-05-25 20:12:00+00:00,2026-05-26 14:00:00+00:00,8.345936771724537,0.7416666666666667,resolved_within_7_days,2,nyc_open_data,0.55,Equation 1 synthetic scoring transfer
69073232,Water Supply,Completed,40.74891372532119,-73.94438015622157,4,1,0.0015013792905484,1500,0,1,2026-05-21 19:27:00+00:00,2026-05-21 23:03:00+00:00,12.377186771724537,0.15,resolved_within_7_days,23,nyc_open_data,0.55,Equation 1 synthetic scoring transfer
69094908,Waste,Pending,40.70666503122395,-73.96101396133372,3,2,0.0006689986948738,1369,1,0,2026-05-22 15:17:55+00:00,,11.550161308761574,,unresolved_between_7_and_30_days,0,nyc_open_data,0.38,Equation 1 synthetic scoring transfer
69133657,Water Supply,Pending,40.59518089250683,-73.75499108161293,4,2,0.0006617424029977,1500,1,2,2026-05-26 21:34:00+00:00,,7.288992327280093,,unresolved_between_7_and_30_days,8,nyc_open_data,0.85,Equation 1 synthetic scoring transfer
69114443,Drainage,Pending,40.747555106501075,-73.94444625300102,0,2,0.0011797702424241,300,1,1,2026-05-25 20:08:00+00:00,,8.348714549502315,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69144657,Pothole,Completed,40.81493375847484,-73.8976455199499,1,1,0.0119248605240968,1500,0,0,2026-05-27 19:04:16+00:00,2026-05-27 19:04:16+00:00,6.392973808761575,0.0,resolved_within_7_days,3,nyc_open_data,0.39,Equation 1 synthetic scoring transfer
69095156,Water Supply,Completed,40.861700295257,-73.8627083221281,4,1,0.0003865482064302,1500,0,1,2026-05-22 12:15:00+00:00,2026-05-22 14:40:00+00:00,11.677186771724536,0.1006944444444444,resolved_within_7_days,1,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
69160458,Waste,Completed,40.67319971131573,-73.92980698277435,3,1,0.0002015599222109,1369,0,0,2026-05-28 14:14:47+00:00,2026-05-30 11:14:34+00:00,5.594003901354166,1.874849537037037,resolved_within_7_days,0,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69085168,Water Supply,Completed,40.643958391030374,-73.93728602170154,4,1,0.0119807003091522,1500,0,1,2026-05-22 14:11:00+00:00,2026-05-22 14:55:00+00:00,11.596631216168982,0.0305555555555555,resolved_within_7_days,5,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
69110846,Pothole,Completed,40.56024905838994,-74.16973540087429,1,1,0.0001320480616242,1500,0,0,2026-05-24 16:55:02+00:00,2026-05-26 11:32:13+00:00,9.482719179131944,1.7758217592592591,resolved_within_7_days,0,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69108866,Drainage,Pending,40.63745924507569,-73.99464223194006,0,2,0.0004820800347142,300,1,1,2026-05-24 11:37:00+00:00,,9.703575660613426,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69121406,Streetlight,Pending,40.74804883018668,-74.00103579825134,2,2,0.0005404788165355,800,1,1,2026-05-25 19:58:00+00:00,,8.35565899394676,,unresolved_between_7_and_30_days,3,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69134041,Pothole,Completed,40.745941419306114,-73.90005402230014,1,1,0.0011472264708306,1500,0,0,2026-05-26 12:09:17+00:00,2026-05-26 15:57:00+00:00,7.681156679131945,0.158136574074074,resolved_within_7_days,0,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69180507,Waste,Completed,40.8749210576572,-73.87690614558501,3,1,0.0013748381380482,1369,0,0,2026-05-30 05:28:54+00:00,2026-05-30 23:24:21+00:00,3.959200660613426,0.7468402777777777,resolved_within_7_days,5,nyc_open_data,0.23,Equation 1 synthetic scoring transfer
69131586,Pothole,Pending,40.633808738806955,-73.99616293823051,1,2,0.0004396525563228,1500,1,1,2026-05-26 18:41:46+00:00,,7.408598808761575,,unresolved_between_7_and_30_days,0,nyc_open_data,0.54,Equation 1 synthetic scoring transfer
69090918,Water Supply,Pending,40.57980424503448,-73.97183389950624,4,2,0.0002190275084946,1500,1,2,2026-05-22 11:45:00+00:00,,11.698020105057871,,unresolved_between_7_and_30_days,0,nyc_open_data,0.7,Equation 1 synthetic scoring transfer
69160491,Waste,Completed,40.735103350226645,-73.85029662082428,3,1,0.0008104889174613,1369,0,0,2026-05-28 08:05:17+00:00,2026-05-28 15:40:07+00:00,5.850601123576388,0.3158564814814815,resolved_within_7_days,0,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69092620,Streetlight,Pending,40.63546342833113,-74.12353127273313,2,2,0.0003419611084198,800,1,1,2026-05-22 19:34:00+00:00,,11.372325660613429,,unresolved_between_7_and_30_days,0,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69135032,Waste,Completed,40.73449883933973,-73.89129213869673,3,1,0.0001515297333588,1369,0,0,2026-05-26 22:26:38+00:00,2026-05-27 13:48:25+00:00,7.252441401354167,0.6401273148148148,resolved_within_7_days,0,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69105678,Drainage,Pending,40.76383306743795,-73.72418087960854,0,2,0.0001738611639486,300,1,2,2026-05-24 11:11:00+00:00,,9.721631216168982,,unresolved_between_7_and_30_days,1,nyc_open_data,0.7700000000000001,Equation 1 synthetic scoring transfer
69154730,Water Supply,Completed,40.75591494706572,-73.86429796072932,4,1,0.0008188417876496,1500,0,1,2026-05-28 23:04:00+00:00,2026-05-29 07:15:00+00:00,5.226492327280092,0.3409722222222222,resolved_within_7_days,3,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
69078840,Water Supply,Completed,40.84151868876199,-73.91773529835133,4,1,0.0007626956490511,1500,0,1,2026-05-21 18:11:00+00:00,2026-05-26 20:10:00+00:00,12.429964549502316,5.082638888888889,resolved_within_7_days,0,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
69117176,Drainage,Pending,40.5881804184484,-73.95229452279781,0,2,1.0,300,1,2,2026-05-25 17:23:00+00:00,,8.463297882835649,,unresolved_between_7_and_30_days,7,nyc_open_data,0.9200000000000002,Equation 1 synthetic scoring transfer
69153496,Pothole,Completed,40.81493375847484,-73.8976455199499,1,1,0.0119248605240968,1500,0,0,2026-05-28 00:37:12+00:00,2026-05-28 14:40:28+00:00,6.161770105057871,0.5856018518518519,resolved_within_7_days,3,nyc_open_data,0.39,Equation 1 synthetic scoring transfer
69165422,Waste,Completed,40.81565114673541,-73.81311389452391,3,1,0.0002432414389542,1369,0,0,2026-05-29 08:12:34+00:00,2026-05-30 14:36:53+00:00,4.845543253206018,1.266886574074074,resolved_within_7_days,1,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69105701,Drainage,Pending,40.7445539986903,-73.78038957989493,0,2,0.0001894901636751,300,1,1,2026-05-24 14:41:00+00:00,,9.575797882835648,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69128523,Drainage,Pending,40.71497815933697,-73.90045035669154,0,2,0.0002778715757229,300,1,1,2026-05-26 07:59:00+00:00,,7.8549645495023155,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69082048,Water Supply,Completed,40.62257008128056,-74.03143699566564,4,1,0.0003719978854273,1500,0,1,2026-05-21 21:05:00+00:00,2026-05-25 12:50:00+00:00,12.309131216168982,3.65625,resolved_within_7_days,0,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
56559059,Streetlight,Pending,40.84016709912428,-73.84261162869595,2,2,0.0002622873035899,800,1,1,2023-01-18 04:07:00+00:00,,1232.0160756606133,,unresolved_after_30_days,0,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69114779,Streetlight,Pending,40.66814586636496,-73.88196669632975,2,2,0.0011423625198695,800,1,1,2026-05-25 17:34:00+00:00,,8.45565899394676,,unresolved_between_7_and_30_days,0,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69107774,Drainage,Pending,40.64506304635427,-73.88827038811743,0,2,0.0003097624728791,300,1,1,2026-05-24 15:25:00+00:00,,9.545242327280093,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69107817,Water Supply,Completed,40.734106319320034,-73.95867777008168,4,1,0.0011232470726198,1500,0,1,2026-05-24 14:37:00+00:00,2026-05-24 14:37:00+00:00,9.578575660613426,0.0,resolved_within_7_days,4,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
69102687,Water Supply,Pending,40.77759379225796,-73.8006880926745,4,2,0.0003707322217367,1500,1,2,2026-05-23 11:31:00+00:00,,10.707742327280092,,unresolved_between_7_and_30_days,2,nyc_open_data,0.7,Equation 1 synthetic scoring transfer
56505958,Streetlight,Pending,40.70560510043687,-73.94626295015752,2,2,0.0010178029060617,800,1,1,2023-01-11 10:55:00+00:00,2023-01-09 10:54:00+00:00,1238.73274232728,0.0,unresolved_after_30_days,3,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69116654,Pothole,Completed,40.666416023635946,-73.73849046642708,1,1,0.0022834278358789,1500,0,0,2026-05-25 18:14:35+00:00,2026-05-25 20:22:00+00:00,8.427476123576389,0.0884837962962963,resolved_within_7_days,9,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69129980,Pothole,Completed,40.8692829384289,-73.90217541445878,1,1,0.001219290385192,1500,0,0,2026-05-26 09:17:42+00:00,2026-05-27 08:06:01+00:00,7.800311771724537,0.9502199074074074,resolved_within_7_days,0,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69162541,Pothole,Completed,40.817157626927,-73.90153670159609,1,1,1.0,1500,0,1,2026-05-29 07:18:20+00:00,2026-05-29 16:29:38+00:00,4.883205290243056,0.3828472222222222,resolved_within_7_days,11,nyc_open_data,0.54,Equation 1 synthetic scoring transfer
69090500,Pothole,Completed,40.620208123774695,-74.00751406566918,1,1,0.0002354289621942,1500,0,0,2026-05-22 14:35:39+00:00,2026-05-29 13:06:17+00:00,11.579513160613429,6.937939814814815,resolved_within_7_days,0,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69119856,Drainage,Pending,40.58630880924821,-73.96942254708125,0,2,0.0007687779774243,300,1,1,2026-05-25 01:51:00+00:00,,9.110520105057873,,unresolved_between_7_and_30_days,2,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69090499,Pothole,Completed,40.62576911173567,-73.92861402308755,1,1,0.0064431628846415,1500,0,0,2026-05-23 01:12:41+00:00,2026-05-27 16:54:17+00:00,11.137128901354169,4.653888888888889,resolved_within_7_days,6,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69127469,Streetlight,Pending,40.75401152058621,-73.83018957183019,2,2,0.0002996985817533,800,1,1,2026-05-26 09:17:00+00:00,,7.800797882835648,,unresolved_between_7_and_30_days,0,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69129684,Water Supply,Completed,40.68764862011994,-73.8397588707193,4,1,0.0008313591928352,1500,0,1,2026-05-26 11:31:00+00:00,2026-05-26 14:20:00+00:00,7.707742327280093,0.1173611111111111,resolved_within_7_days,0,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
69151799,Water Supply,Completed,40.67139386864234,-73.9786589609886,4,1,1.0,1500,0,2,2026-05-28 10:46:00+00:00,2026-05-28 10:48:00+00:00,5.7389923272800925,0.0013888888888888,resolved_within_7_days,37,nyc_open_data,0.7,Equation 1 synthetic scoring transfer
69128759,Drainage,Pending,40.77307163850668,-73.82150124332708,0,2,0.0002379432531364,300,1,2,2026-05-26 15:43:00+00:00,,7.532742327280093,,unresolved_between_7_and_30_days,1,nyc_open_data,0.7700000000000001,Equation 1 synthetic scoring transfer
69144375,Water Supply,Completed,40.76122189318201,-73.93054807710071,4,1,0.005660757277682,1500,0,1,2026-05-27 14:07:00+00:00,2026-05-27 14:14:00+00:00,6.59940899394676,0.0048611111111111,resolved_within_7_days,6,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
69090899,Water Supply,Pending,40.81216063135118,-73.9571445582535,4,2,0.0008511501723726,1500,1,2,2026-05-22 09:07:00+00:00,,11.807742327280094,,unresolved_between_7_and_30_days,2,nyc_open_data,0.7,Equation 1 synthetic scoring transfer
69133644,Drainage,Pending,40.70045559021241,-73.8357645632875,0,2,0.0003617958898243,300,1,1,2026-05-26 13:42:00+00:00,,7.616770105057871,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
56451726,Streetlight,Pending,40.80071125623686,-73.93196969918509,2,2,0.0004124259989331,800,1,1,2023-01-05 09:36:00+00:00,2023-01-04 09:35:00+00:00,1244.787603438391,0.0,unresolved_after_30_days,2,nyc_open_data,0.61,Equation 1 synthetic scoring transfer
56512062,Streetlight,Pending,40.83987361405491,-73.89017307411544,2,2,0.000348201870871,800,1,1,2023-01-12 15:17:00+00:00,2023-01-11 15:16:00+00:00,1237.5507978828357,0.0,unresolved_after_30_days,1,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69106634,Drainage,Pending,40.687917196785946,-73.82263786219872,0,2,0.0005547736925628,300,1,1,2026-05-24 16:24:00+00:00,,9.50427010505787,,unresolved_between_7_and_30_days,1,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69125217,Waste,Pending,40.68601518380737,-73.91023619110359,3,2,0.0016964511056944,1369,1,1,2026-05-26 17:50:53+00:00,,7.443934456909723,,unresolved_between_7_and_30_days,2,nyc_open_data,0.53,Equation 1 synthetic scoring transfer
69170414,Waste,Completed,40.722024142967385,-73.82291868232235,3,1,0.0003400280574907,1369,0,0,2026-05-29 11:01:04+00:00,2026-05-30 13:39:31+00:00,4.728529364317129,1.1100347222222222,resolved_within_7_days,0,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69147161,Waste,Completed,40.760475474256374,-73.92219594539488,3,1,0.0002925215844324,1369,0,0,2026-05-27 21:38:46+00:00,2026-05-30 14:01:32+00:00,6.285682142094908,2.682476851851852,resolved_within_7_days,0,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69125413,Water Supply,Pending,40.728734288377304,-73.89069900477504,4,2,0.0001678812469133,1500,1,2,2026-05-26 06:01:00+00:00,,7.936908993946759,,unresolved_between_7_and_30_days,0,nyc_open_data,0.7,Equation 1 synthetic scoring transfer
69121420,Streetlight,Pending,40.61975628950391,-73.9789132104318,2,2,0.0002390192499053,800,1,1,2026-05-25 23:57:00+00:00,,8.189686771724537,,unresolved_between_7_and_30_days,0,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69172657,Pothole,Completed,40.696141347217775,-73.81788097660456,1,1,0.0003814987313704,1500,0,0,2026-05-29 11:11:02+00:00,2026-05-29 20:22:00+00:00,4.721608068020833,0.3826157407407407,resolved_within_7_days,1,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69123709,Water Supply,Pending,40.78757020661234,-73.83305433272493,4,2,0.0001290646773194,1500,1,2,2026-05-26 13:04:00+00:00,,7.64315899394676,,unresolved_between_7_and_30_days,0,nyc_open_data,0.7,Equation 1 synthetic scoring transfer
69145637,Waste,Completed,40.546268643758246,-74.20100750595961,3,1,0.0003313154896665,1369,0,0,2026-05-27 15:20:40+00:00,2026-05-28 13:08:19+00:00,6.548251586539353,0.9080902777777776,resolved_within_7_days,1,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
56442843,Streetlight,Pending,40.75956956551904,-73.83013930521312,2,2,0.002576760792681,800,1,1,2023-01-04 07:58:00+00:00,2022-12-30 07:58:00+00:00,1245.8556589939467,0.0,unresolved_after_30_days,4,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69144111,Waste,Completed,40.85849312709329,-73.90498210246719,3,1,0.0005333339576506,1369,0,0,2026-05-27 23:13:17+00:00,2026-05-29 14:40:07+00:00,6.220045568020834,1.6436342592592592,resolved_within_7_days,0,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69088037,Water Supply,Pending,40.68623827101862,-73.91121664380044,4,2,0.0026170844962371,1500,1,2,2026-05-22 20:06:00+00:00,,11.350103438391203,,unresolved_between_7_and_30_days,2,nyc_open_data,0.7,Equation 1 synthetic scoring transfer
69138144,Waste,Completed,40.69179215840781,-73.90925479105155,3,1,0.0003283633930697,1369,0,0,2026-05-27 18:47:39+00:00,2026-05-28 14:13:26+00:00,6.404513160613426,0.8095717592592593,resolved_within_7_days,0,nyc_open_data,0.08000000000000002,Equation 1 synthetic scoring transfer
69111024,Drainage,Pending,40.73816146610606,-73.81136820629665,0,2,0.0001368503473919,300,1,1,2026-05-24 14:16:00+00:00,,9.59315899394676,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69121143,Drainage,Pending,40.679853720004175,-73.87802333613035,0,2,0.0005149529625376,300,1,1,2026-05-25 21:37:00+00:00,,8.28690899394676,,unresolved_between_7_and_30_days,1,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69105339,Pothole,Pending,40.55471513258803,-74.2172123129379,1,2,5.5913591935622634e-05,1500,1,1,2026-05-24 13:30:37+00:00,,9.624675197650465,,unresolved_between_7_and_30_days,0,nyc_open_data,0.54,Equation 1 synthetic scoring transfer
69117432,Pothole,Completed,40.777677952928265,-73.96322904770176,1,1,0.0018672342487375,1500,0,0,2026-05-25 19:07:23+00:00,2026-05-25 19:07:23+00:00,8.390809456909723,0.0,resolved_within_7_days,5,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69138142,Waste,Completed,40.81546415489564,-73.94202685381555,3,1,0.0020415424448914,1369,0,0,2026-05-27 10:45:59+00:00,2026-05-28 09:31:21+00:00,6.739003901354167,0.9481712962962964,resolved_within_7_days,7,nyc_open_data,0.23,Equation 1 synthetic scoring transfer
69132909,Pothole,Completed,40.69521904295363,-73.8419873381096,1,1,0.0003415294929191,1500,0,0,2026-05-26 18:10:43+00:00,2026-05-26 21:55:00+00:00,7.4301613087615745,0.1557523148148148,resolved_within_7_days,1,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69157904,Pothole,Completed,40.82750716079641,-73.8563290129503,1,1,0.000528036215849,1500,0,0,2026-05-28 10:36:00+00:00,2026-05-28 14:00:40+00:00,5.745936771724537,0.1421296296296296,resolved_within_7_days,1,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69086581,Water Supply,Completed,40.83017431426171,-73.88785836974661,4,1,0.0006058719013685,1500,0,1,2026-05-22 08:23:00+00:00,2026-05-26 14:00:00+00:00,11.838297882835649,4.2340277777777775,resolved_within_7_days,3,nyc_open_data,0.4,Equation 1 synthetic scoring transfer
69135291,Drainage,Pending,40.679968260789565,-73.84957312767797,0,2,0.0004788697972349,300,1,1,2026-05-26 10:53:00+00:00,,7.734131216168982,,unresolved_between_7_and_30_days,2,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
56627556,Streetlight,Pending,40.80175379750242,-73.93120289689517,2,2,0.0003607774898811,800,1,1,2023-01-26 09:02:00+00:00,2023-01-25 09:01:00+00:00,1223.8112145495022,0.0,unresolved_after_30_days,2,nyc_open_data,0.61,Equation 1 synthetic scoring transfer
56501928,Streetlight,Pending,40.69538421405041,-73.84034972810501,2,2,0.0004817552279615,800,1,1,2023-01-11 14:28:00+00:00,2023-01-06 14:28:00+00:00,1238.5848256606132,0.0,unresolved_after_30_days,0,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69124065,Streetlight,Pending,40.71220205276656,-73.86207840039403,2,2,0.0002707239137026,800,1,1,2026-05-26 09:42:00+00:00,2026-05-27 11:00:00+00:00,7.783436771724538,1.0541666666666667,unresolved_between_7_and_30_days,0,nyc_open_data,0.46,Equation 1 synthetic scoring transfer
69129976,Pothole,Completed,40.73777042452228,-73.8517773311052,1,1,0.0018226985866184,1500,0,0,2026-05-26 19:57:04+00:00,2026-05-28 16:10:47+00:00,7.3563071420949075,1.8428587962962963,resolved_within_7_days,6,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
69107782,Drainage,Pending,40.610637239037665,-73.9563951322311,0,2,0.0008223938779184,300,1,1,2026-05-24 10:54:00+00:00,,9.733436771724538,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69138131,Waste,Completed,40.815109659754526,-73.94118540570764,3,1,0.002952095743159,1369,0,0,2026-05-27 15:52:42+00:00,2026-05-28 09:29:10+00:00,6.526006216168982,0.7336574074074074,resolved_within_7_days,7,nyc_open_data,0.23,Equation 1 synthetic scoring transfer
69111037,Drainage,Pending,40.72630108944935,-73.80624971958888,0,2,0.0002973764008454,300,1,1,2026-05-24 10:34:00+00:00,,9.747325660613429,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69121139,Drainage,Pending,40.76850137904474,-73.96950496531433,0,2,0.0002062696246045,300,1,1,2026-05-25 12:14:00+00:00,,8.677881216168982,,unresolved_between_7_and_30_days,0,nyc_open_data,0.6200000000000001,Equation 1 synthetic scoring transfer
69124079,Pothole,Completed,40.7123213226908,-73.73200870046806,1,1,0.001421825839617,1500,0,0,2026-05-26 09:25:50+00:00,2026-05-26 09:25:50+00:00,7.794663623576389,0.0,resolved_within_7_days,4,nyc_open_data,0.24,Equation 1 synthetic scoring transfer
