ID,Category,Status,Latitude,Longitude
429,Waste,Completed,23.26915962636581,77.4280228177857
430,Drainage,Completed,23.269436430782278,77.42779282136557
431,Waste,Pending,23.26731109897793,77.43035978830231
432,Waste,Pending,23.26816269610703,77.4327840045727
433,Pothole,Pending,23.267991718466494,77.43183663321201
434,Streetlight,Cancelled,23.268464404869793,77.42685899879277
435,Pothole,Pending,23.269930630225225,77.42802074372686
436,Waste,Completed,23.270468429465073,77.43188154237599
437,Streetlight,Completed,23.273101000985626,77.42803502521294
438,Water Supply,Pending,23.26800329191852,77.42955073370001
439,Pothole,Pending,23.271968644796953,77.43110010419805
440,Waste,Pending,23.26957202231155,77.42806331109028
441,Pothole,Completed,23.269901072580694,77.4302107510123
442,Waste,Pending,23.271349638984333,77.42733194901017
443,Drainage,Pending,23.267754555956873,77.4287972647121
444,Drainage,Completed,23.270764819492367,77.4306395638683
445,Streetlight,Cancelled,23.270332904416424,77.42681401253294
446,Pothole,Pending,23.270984902528017,77.43088094947593
447,Drainage,Pending,23.270578337287816,77.42996072440215
448,Streetlight,Pending,23.27491060027982,77.43110497990884
449,Drainage,Completed,23.268724520031498,77.43044782826814
450,Streetlight,Completed,23.268938006089996,77.43272828085995
451,Drainage,Pending,23.26875371894715,77.4302504490053
452,Streetlight,Pending,23.26888904576168,77.42914118891775
453,Pothole,Completed,23.268725225745385,77.43024459500607
454,Water Supply,Completed,23.272378033062214,77.43108659605808
455,Pothole,Pending,23.27284100849598,77.43009772014067
456,Streetlight,Completed,23.2688585074125,77.43008118338241
457,Waste,Pending,23.26833528885379,77.4285960166244
458,Streetlight,Pending,23.270942831112773,77.4286741981649
459,Streetlight,Completed,23.268895553911438,77.42719478945641
460,Waste,Completed,23.27126586363551,77.43349915348638
461,Waste,Pending,23.2704058460417,77.42751227352922
462,Streetlight,Cancelled,23.266968511770006,77.42861418960442
463,Drainage,Pending,23.27309501040266,77.42856318546887
464,Pothole,Completed,23.27359175534619,77.4317898487539
465,Waste,Pending,23.268774422619032,77.42941010064342
466,Streetlight,Completed,23.26922459688013,77.43249548414535
467,Waste,Cancelled,23.270571730781448,77.42865301875152
468,Pothole,Pending,23.270668913579975,77.43055798832445
469,Waste,Cancelled,23.271317088545345,77.42832930589348
470,Waste,Completed,23.274020409077533,77.43429029825555
471,Waste,Completed,23.26964610554501,77.42762480316195
472,Pothole,Pending,23.268403405510924,77.43061964142046
473,Waste,Completed,23.26724136154397,77.43126755376187
474,Pothole,Completed,23.268538139920114,77.43082759819491
475,Pothole,Pending,23.269933746054253,77.42962942468225
476,Pothole,Cancelled,23.273589115727034,77.42974035860054
477,Pothole,Pending,23.268964777401926,77.43008762294396
478,Drainage,Pending,23.270447575903276,77.42970599599676
479,Waste,Pending,23.269967154207855,77.4319277582336
480,Pothole,Completed,23.272376786546896,77.4344210460032
481,Waste,Completed,23.275053864851746,77.42888501642999
482,Waste,Pending,23.26893826245416,77.42726039404084
483,Streetlight,Cancelled,23.269021121114964,77.4298234359033
484,Streetlight,Pending,23.272088321754136,77.43515941867531
485,Drainage,Pending,23.271363782979254,77.42839265086407
486,Streetlight,Pending,23.273693414651472,77.43327823361089
487,Water Supply,Completed,23.271167856370653,77.43335540162816
488,Waste,Cancelled,23.269281415818426,77.42889282351659
489,Waste,Completed,23.271181309661383,77.43113796615837
490,Waste,Completed,23.272217407161165,77.43325679324626
491,Waste,Pending,23.271640964362394,77.42924174451804
492,Pothole,Completed,23.271014548062215,77.4295928392798
493,Streetlight,Completed,23.272133349379178,77.42883663817211
494,Waste,Pending,23.27233859118089,77.42797048653863
495,Water Supply,Pending,23.272764317982073,77.42870144490988
496,Drainage,Completed,23.27129741977518,77.42755211946648
497,Waste,Pending,23.269665763839367,77.43006816693652
498,Waste,Completed,23.270293427372867,77.42846005353789
499,Waste,Pending,23.272413017933015,77.43046757182358
500,Waste,Pending,23.268366128658027,77.4268882087076
501,Waste,Completed,23.270737346617747,77.43066176046443
502,Pothole,Pending,23.269213322375347,77.43166705792322
503,Waste,Completed,23.27005748964587,77.42601252871486
504,Pothole,Completed,23.272556903725214,77.4307481131397
505,Water Supply,Pending,23.27038219813604,77.43245533798495
506,Streetlight,Cancelled,23.270092873096313,77.42758071796263
507,Water Supply,Completed,23.26728028771804,77.43334514477368
508,Waste,Pending,23.271492507132056,77.43083803801873
509,Pothole,Completed,23.271290968362283,77.42858997628849
510,Streetlight,Pending,23.27432650944661,77.4298884618447
511,Waste,Completed,23.269384443530093,77.43111665382504
512,Waste,Completed,23.27043830065533,77.43015201078283
513,Streetlight,Cancelled,23.27049876736742,77.4310775119849
