ID,Latitude,Longitude,Category,Status,priority_level,cluster_id,risk_level
48,23.26201424445244,77.41072024042734,Streetlight,Pending,MEDIUM,0,LOW
49,23.260587236579138,77.41157226616532,Waste,Pending,MEDIUM,0,LOW
50,23.25637391968927,77.41048157295621,Waste,Pending,MEDIUM,0,LOW
51,23.260548167938783,77.41247464180545,Waste,Pending,MEDIUM,0,LOW
52,23.259129835439165,77.414510284641,Drainage,Pending,HIGH,0,LOW
53,23.258546155999387,77.41062854790732,Water Supply,Cancelled,MEDIUM,0,LOW
54,23.26112335257768,77.41360809303103,Waste,Completed,LOW,0,LOW
55,23.26196199904499,77.41153948476325,Waste,Completed,LOW,0,LOW
56,23.261762560238232,77.41101425433547,Drainage,Completed,LOW,0,LOW
57,23.25822156495355,77.41238593928009,Water Supply,Pending,HIGH,0,LOW
58,23.259281575248295,77.41052951535517,Pothole,Completed,MEDIUM,0,LOW
59,23.26056252686281,77.4114927013893,Waste,Pending,HIGH,0,LOW
60,23.261851090254243,77.41020424421482,Waste,Completed,LOW,0,LOW
61,23.258941651524307,77.41652945026583,Streetlight,Pending,MEDIUM,0,LOW
62,23.25952868204667,77.41267052710394,Pothole,Cancelled,MEDIUM,0,LOW
63,23.257687330051983,77.41120054898401,Waste,Pending,MEDIUM,0,LOW
64,23.25750758675184,77.41302795982146,Streetlight,Pending,MEDIUM,0,LOW
65,23.261525051644785,77.41237534390062,Waste,Cancelled,LOW,0,LOW
66,23.26261248005714,77.41215806080093,Drainage,Pending,MEDIUM,0,LOW
67,23.259755979756836,77.41382833340009,Pothole,Completed,MEDIUM,0,LOW
68,23.261907065795786,77.4141150154201,Waste,Completed,LOW,0,LOW
69,23.260623272050093,77.41153899770478,Streetlight,Completed,LOW,0,LOW
70,23.25860976049079,77.4114483635187,Pothole,Cancelled,MEDIUM,0,LOW
71,23.260622791211016,77.4120498966057,Water Supply,Cancelled,MEDIUM,0,LOW
72,23.26297607313293,77.40799615767052,Pothole,Pending,MEDIUM,0,LOW
73,23.25982834792178,77.4095696178756,Waste,Completed,MEDIUM,0,LOW
74,23.263029287311625,77.41533374853489,Streetlight,Completed,LOW,0,LOW
75,23.25466050979182,77.415889935427,Waste,Completed,LOW,0,LOW
76,23.26154380500875,77.41210192792089,Water Supply,Pending,HIGH,0,LOW
77,23.26007409413647,77.4137531139261,Pothole,Completed,MEDIUM,0,LOW
78,23.259301985299068,77.41322250030909,Pothole,Cancelled,MEDIUM,0,LOW
79,23.26008352155307,77.4187577616169,Waste,Cancelled,LOW,0,LOW
80,23.255924862170797,77.41483914982287,Pothole,Completed,LOW,0,LOW
81,23.259460656224324,77.41234416481704,Drainage,Pending,HIGH,0,LOW
82,23.260614225143023,77.4106889191188,Drainage,Pending,HIGH,0,LOW
83,23.26285578808948,77.40938710735948,Waste,Completed,LOW,0,LOW
84,23.25886345956345,77.41300692727174,Waste,Completed,LOW,0,LOW
85,23.258283012794212,77.41108729850943,Drainage,Pending,HIGH,0,LOW
86,23.258896485912828,77.4097554925808,Water Supply,Pending,HIGH,0,LOW
87,23.2617308042354,77.41130685423151,Waste,Pending,MEDIUM,0,LOW
88,23.260557502219317,77.41043690399277,Pothole,Completed,MEDIUM,0,LOW
89,23.258840479592465,77.41597428327015,Pothole,Cancelled,MEDIUM,0,LOW
90,23.260926534866226,77.41436327951389,Drainage,Completed,MEDIUM,0,LOW
91,23.260094155098695,77.41258405471737,Waste,Pending,MEDIUM,0,LOW
92,23.261837289981063,77.41555988827778,Waste,Pending,MEDIUM,0,LOW
93,23.25849589381224,77.4127547366153,Drainage,Pending,HIGH,0,LOW
94,23.259244675706803,77.41087743159734,Waste,Cancelled,LOW,0,LOW
95,23.259115783693733,77.41564624815453,Pothole,Pending,MEDIUM,0,LOW
96,23.256972970103735,77.41367782008737,Pothole,Completed,LOW,0,LOW
97,23.26049224055413,77.41052550769135,Pothole,Pending,HIGH,0,LOW
98,23.26042211054436,77.41221932264384,Pothole,Completed,MEDIUM,0,LOW
99,23.259910226913284,77.41084876349323,Pothole,Completed,LOW,0,LOW
100,23.259430825733247,77.40983440053807,Waste,Completed,LOW,0,LOW
101,23.257069258515894,77.41445235509507,Streetlight,Pending,HIGH,0,LOW
102,23.259058709354463,77.41641883328094,Drainage,Pending,MEDIUM,0,LOW
103,23.259214570966943,77.40980286485235,Drainage,Pending,HIGH,0,LOW
104,23.258295445461556,77.41372593847338,Waste,Completed,LOW,0,LOW
105,23.259577428576662,77.41129871486176,Waste,Pending,MEDIUM,0,LOW
106,23.26070810171363,77.41162574923247,Waste,Pending,MEDIUM,0,LOW
107,23.263672371802414,77.41141521215152,Pothole,Completed,LOW,0,LOW
108,23.26024915562566,77.41087201846064,Pothole,Completed,MEDIUM,0,LOW
109,23.260415100781444,77.41269704325589,Streetlight,Completed,LOW,0,LOW
110,23.259751108168462,77.41093809976718,Waste,Pending,MEDIUM,0,LOW
111,23.2560624575694,77.41314091365156,Waste,Pending,MEDIUM,0,LOW
112,23.2598469722491,77.4124995237811,Pothole,Completed,MEDIUM,0,LOW
113,23.26002046041988,77.41212210390627,Streetlight,Completed,LOW,0,LOW
114,23.26482648422497,77.41078487267592,Waste,Pending,MEDIUM,0,LOW
115,23.259515278070435,77.41144645733885,Streetlight,Completed,LOW,0,LOW
116,23.260503094684665,77.41411078245164,Waste,Completed,LOW,0,LOW
117,23.259830576460587,77.41360183437524,Drainage,Completed,MEDIUM,0,LOW
118,23.25756264392476,77.4106448895104,Drainage,Pending,MEDIUM,0,LOW
119,23.262185645629028,77.41279866461086,Waste,Pending,MEDIUM,0,LOW
120,23.261403866065372,77.41410277424674,Waste,Pending,MEDIUM,0,LOW
121,23.26148206389409,77.40926118943776,Pothole,Pending,MEDIUM,0,LOW
122,23.258081225090407,77.41368672038476,Waste,Cancelled,LOW,0,LOW
123,23.26270558862187,77.4112747524821,Streetlight,Completed,LOW,0,LOW
124,23.257096297874412,77.41374119733719,Drainage,Completed,LOW,0,LOW
125,23.2610737141876,77.41107348168691,Streetlight,Pending,MEDIUM,0,LOW
126,23.264280911251618,77.40899023579867,Drainage,Completed,LOW,0,LOW
127,23.25791892734974,77.40934491512424,Pothole,Completed,LOW,0,LOW
128,23.25876740454079,77.41269616989332,Waste,Pending,MEDIUM,0,LOW
129,23.260099302730172,77.41311944500345,Streetlight,Completed,LOW,0,LOW
130,23.258893048691768,77.41079136674979,Pothole,Pending,HIGH,0,LOW
131,23.256798673137865,77.41387718491755,Streetlight,Completed,LOW,0,LOW
132,23.26003712594961,77.40927695987546,Waste,Pending,MEDIUM,0,LOW
133,23.257775392572547,77.4124678404027,Waste,Pending,MEDIUM,0,LOW
134,23.26084718486127,77.41017796760048,Water Supply,Pending,HIGH,0,LOW
135,23.258061151531532,77.4112963277844,Waste,Pending,MEDIUM,0,LOW
136,23.26299986881003,77.41269479734262,Water Supply,Pending,HIGH,0,LOW
137,23.258333493415325,77.41087917326944,Water Supply,Completed,MEDIUM,0,LOW
138,23.259255876967583,77.41183088891154,Drainage,Completed,MEDIUM,0,LOW
139,23.26152703443474,77.41461258561843,Streetlight,Pending,MEDIUM,0,LOW
140,23.257438271367132,77.41144621626096,Streetlight,Pending,MEDIUM,0,LOW
141,23.260354919869208,77.41427138422412,Drainage,Pending,HIGH,0,LOW
142,23.26251428550856,77.41034058629069,Waste,Completed,LOW,0,LOW
143,23.256685033530875,77.41365960835583,Pothole,Pending,MEDIUM,0,LOW
144,23.260269267717064,77.41548313724131,Streetlight,Pending,MEDIUM,0,LOW
145,23.260419765588495,77.40765671099975,Pothole,Completed,LOW,0,LOW
146,23.261463645743554,77.41100620948906,Pothole,Pending,LOW,0,LOW
147,23.257426098578243,77.41375414425436,Pothole,Pending,HIGH,0,LOW
148,23.25725908677383,77.41219390922791,Streetlight,Completed,LOW,0,LOW
149,23.260943883131233,77.41334229174674,Drainage,Completed,MEDIUM,0,LOW
150,23.260493969346463,77.41139202962657,Waste,Pending,MEDIUM,0,LOW
151,23.26040098570069,77.41277317957494,Water Supply,Completed,MEDIUM,0,LOW
152,23.26059289641899,77.41228864552922,Streetlight,Completed,LOW,0,LOW
153,23.25853995055684,77.41493556412331,Drainage,Pending,HIGH,0,LOW
154,23.26036450739432,77.4131088416866,Streetlight,Pending,MEDIUM,0,LOW
155,23.260486144946597,77.41327520532415,Drainage,Pending,HIGH,0,LOW
156,23.258471297163947,77.41177624606776,Waste,Pending,MEDIUM,0,LOW
157,23.26363154902229,77.41162478755186,Drainage,Completed,LOW,0,LOW
158,23.260847665841823,77.41173488362436,Waste,Completed,LOW,0,LOW
159,23.257517393005593,77.41338890428476,Drainage,Cancelled,MEDIUM,0,LOW
160,23.261213107217262,77.41175803103836,Water Supply,Completed,MEDIUM,0,LOW
161,23.257950636659544,77.41317954971379,Waste,Pending,MEDIUM,0,LOW
162,23.26147416920748,77.41675080159729,Waste,Pending,MEDIUM,0,LOW
163,23.262217191158012,77.41434224940686,Drainage,Completed,LOW,0,LOW
164,23.258258635363298,77.41194795293566,Waste,Pending,MEDIUM,0,LOW
165,23.26182675225849,77.41500242784433,Drainage,Completed,LOW,0,LOW
166,23.26072556185387,77.41178384925395,Waste,Completed,LOW,0,LOW
167,23.261544120319986,77.40852375092965,Waste,Completed,LOW,0,LOW
168,23.263693585965303,77.41058382737816,Water Supply,Completed,MEDIUM,0,LOW
169,23.259409223767992,77.40885841615794,Streetlight,Pending,MEDIUM,0,LOW
170,23.258392527671283,77.41189697303192,Drainage,Completed,MEDIUM,0,LOW
171,23.258120971140748,77.41263683675838,Pothole,Completed,MEDIUM,0,LOW
172,23.258268379430067,77.41595287462455,Streetlight,Pending,LOW,0,LOW
173,23.25974579658117,77.41325385474752,Streetlight,Completed,LOW,0,LOW
174,23.260582303949633,77.41216179894238,Streetlight,Pending,MEDIUM,0,LOW
175,23.26045338159866,77.41425881116237,Streetlight,Cancelled,MEDIUM,0,LOW
176,23.26155436649807,77.40817772938198,Streetlight,Pending,MEDIUM,0,LOW
177,23.25992600378375,77.41307122911621,Pothole,Completed,MEDIUM,0,LOW
178,23.262807068154313,77.41414173038777,Waste,Pending,MEDIUM,0,LOW
179,23.25937068633352,77.40964282750843,Drainage,Completed,LOW,0,LOW
180,23.26534033833318,77.41488750808641,Waste,Pending,LOW,0,LOW
181,23.26115133469553,77.41327699281499,Streetlight,Pending,MEDIUM,0,LOW
182,23.258185684887167,77.41176942417219,Waste,Pending,MEDIUM,0,LOW
183,23.257758215003875,77.41386556373222,Streetlight,Cancelled,LOW,0,LOW
184,23.260864944830484,77.41714138571561,Streetlight,Pending,MEDIUM,0,LOW
185,23.259453074429345,77.41296373251012,Waste,Pending,MEDIUM,0,LOW
186,23.261328000988183,77.4130964411726,Waste,Completed,LOW,0,LOW
187,23.260846475249146,77.41168127820092,Waste,Pending,MEDIUM,0,LOW
188,23.259754342174684,77.41090031126107,Streetlight,Cancelled,MEDIUM,0,LOW
189,23.25820641256386,77.41426067163309,Drainage,Pending,HIGH,0,LOW
190,23.256870305550628,77.41088783234818,Waste,Completed,LOW,0,LOW
191,23.259006970095864,77.41274313247443,Streetlight,Pending,MEDIUM,0,LOW
192,23.261612797588644,77.41164468510647,Pothole,Pending,HIGH,0,LOW
193,23.26032818748826,77.41355795965148,Pothole,Completed,MEDIUM,0,LOW
194,23.257408522442574,77.41326732421057,Water Supply,Completed,MEDIUM,0,LOW
195,23.2602463618517,77.41467507988851,Pothole,Completed,MEDIUM,0,LOW
196,23.260670634759457,77.41157996720229,Pothole,Pending,HIGH,0,LOW
197,23.25813228512759,77.41206025012941,Waste,Pending,MEDIUM,0,LOW
198,23.26020745021189,77.41064247256843,Waste,Pending,MEDIUM,0,LOW
199,23.26001641743689,77.41171141347985,Waste,Cancelled,MEDIUM,0,LOW
200,23.257614059404336,77.41335460098608,Waste,Pending,MEDIUM,0,LOW
201,23.260615574720696,77.41411397723328,Streetlight,Pending,MEDIUM,0,LOW
202,23.261021569052733,77.41075566935164,Pothole,Pending,HIGH,0,LOW
203,23.262066102486347,77.41433921184021,Pothole,Completed,LOW,0,LOW
204,23.262007604104067,77.41531127571761,Waste,Pending,MEDIUM,0,LOW
205,23.25714466126409,77.41342686980644,Waste,Cancelled,LOW,0,LOW
206,23.258024349920166,77.41635359162511,Streetlight,Pending,HIGH,0,LOW
207,23.260930070534418,77.4110524216018,Water Supply,Completed,MEDIUM,0,LOW
208,23.260927571901824,77.41011069059337,Waste,Pending,MEDIUM,0,LOW
209,23.26093009537261,77.40904255950218,Drainage,Completed,LOW,0,LOW
210,23.267605462981308,77.41559208862297,Streetlight,Cancelled,LOW,-1,LOW
211,23.261041781021383,77.4139087313127,Streetlight,Pending,MEDIUM,0,LOW
212,23.26217113128036,77.41248883065818,Pothole,Cancelled,MEDIUM,0,LOW
213,23.261808003526983,77.41315993725264,Waste,Pending,MEDIUM,0,LOW
214,23.26120278250261,77.4103490219054,Waste,Cancelled,LOW,0,LOW
215,23.25926946151072,77.41749150395923,Streetlight,Completed,LOW,0,LOW
216,23.261417938440985,77.41285844236396,Pothole,Pending,HIGH,0,LOW
217,23.25835434957092,77.41281878958921,Water Supply,Pending,HIGH,0,LOW
218,23.259426362786517,77.4140515332478,Pothole,Pending,HIGH,0,LOW
219,23.25892927290434,77.41356201846347,Waste,Pending,MEDIUM,0,LOW
220,23.26006374827877,77.41304776804856,Streetlight,Pending,MEDIUM,0,LOW
221,23.264529317133345,77.41101905108911,Waste,Pending,MEDIUM,0,LOW
222,23.256165469614817,77.41354293671426,Pothole,Completed,LOW,0,LOW
223,23.261272520380743,77.41636404899295,Streetlight,Completed,LOW,0,LOW
224,23.25667456825762,77.41529084009231,Water Supply,Pending,HIGH,0,LOW
225,23.25895613626842,77.41578637325328,Drainage,Pending,MEDIUM,0,LOW
226,23.262077901193933,77.41157756864713,Streetlight,Completed,LOW,0,LOW
227,23.26002856003819,77.41062079035947,Streetlight,Pending,MEDIUM,0,LOW
228,23.25774451044414,77.4123484261598,Water Supply,Pending,HIGH,0,LOW
229,23.25846939258148,77.41271144982457,Waste,Pending,MEDIUM,0,LOW
230,23.261259195497868,77.41478838303694,Waste,Cancelled,LOW,0,LOW
231,23.258439266736563,77.40921507074057,Waste,Completed,LOW,0,LOW
232,23.260332917179163,77.41565910063892,Waste,Pending,MEDIUM,0,LOW
233,23.259991143679805,77.41228398420284,Streetlight,Completed,LOW,0,LOW
234,23.258596799304787,77.4117462378601,Streetlight,Completed,LOW,0,LOW
235,23.26418788817865,77.41057579124947,Streetlight,Completed,LOW,0,LOW
236,23.261167838044635,77.40929028665627,Waste,Completed,LOW,0,LOW
237,23.255849714826685,77.41424634116792,Streetlight,Completed,LOW,0,LOW
238,23.26027290862954,77.41274663593437,Pothole,Pending,MEDIUM,0,LOW
239,23.258576427070462,77.41002007820052,Streetlight,Pending,MEDIUM,0,LOW
240,23.26160486666959,77.41000984245586,Streetlight,Completed,LOW,0,LOW
241,23.258314958523133,77.41192843060142,Pothole,Completed,MEDIUM,0,LOW
242,23.259670527117063,77.41593804305057,Waste,Pending,MEDIUM,0,LOW
243,23.26090997455796,77.41208081729727,Waste,Completed,LOW,0,LOW
244,23.261631510388337,77.40959371409376,Drainage,Cancelled,MEDIUM,0,LOW
245,23.25749940718589,77.41210851387183,Water Supply,Pending,MEDIUM,0,LOW
246,23.259230997528316,77.4120545528605,Streetlight,Completed,LOW,0,LOW
247,23.258950109377675,77.40720622671411,Waste,Completed,LOW,0,LOW
248,23.25859334153485,77.41249141026697,Pothole,Cancelled,MEDIUM,0,LOW
249,23.26343090848056,77.41213813093958,Streetlight,Cancelled,LOW,0,LOW
250,23.26070996342192,77.41399241272963,Drainage,Completed,MEDIUM,0,LOW
251,23.257378232091327,77.41629791218989,Waste,Pending,MEDIUM,0,LOW
252,23.26173572389411,77.41485313005909,Waste,Completed,LOW,0,LOW
253,23.264144312394023,77.41206222261889,Streetlight,Pending,MEDIUM,0,LOW
254,23.2619649305211,77.41038694818252,Pothole,Completed,LOW,0,LOW
255,23.25686126006809,77.4177467196065,Waste,Cancelled,LOW,0,LOW
256,23.258931531854262,77.41271843686803,Waste,Pending,MEDIUM,0,LOW
257,23.262433822298373,77.41262785858382,Pothole,Completed,MEDIUM,0,LOW
258,23.25848466106876,77.41255174982578,Drainage,Pending,HIGH,0,LOW
259,23.26078763885629,77.41299616952153,Water Supply,Completed,MEDIUM,0,LOW
260,23.26144926810686,77.41231127917615,Streetlight,Pending,MEDIUM,0,LOW
261,23.25804613905684,77.41145267598624,Pothole,Completed,MEDIUM,0,LOW
262,23.259780949287876,77.41150628211751,Waste,Cancelled,MEDIUM,0,LOW
263,23.25341746531986,77.41253449345956,Pothole,Cancelled,LOW,1,LOW
264,23.257851224717328,77.41151315045774,Pothole,Pending,HIGH,0,LOW
265,23.259394863697217,77.41117430843464,Streetlight,Completed,LOW,0,LOW
266,23.25740443363607,77.41281286045538,Pothole,Completed,MEDIUM,0,LOW
267,23.263164822607862,77.41209004556515,Waste,Pending,MEDIUM,0,LOW
268,23.257039717244076,77.41560798597716,Waste,Pending,MEDIUM,0,LOW
269,23.25901991102661,77.40729806038321,Pothole,Pending,MEDIUM,0,LOW
270,23.26016148115457,77.41478301370384,Waste,Cancelled,LOW,0,LOW
271,23.26278254657813,77.415092170385,Waste,Completed,LOW,0,LOW
272,23.25702827569764,77.40845321953518,Water Supply,Completed,MEDIUM,0,LOW
273,23.262226327504308,77.41191462481184,Pothole,Pending,HIGH,0,LOW
274,23.259920466122036,77.411857118268,Pothole,Completed,MEDIUM,0,LOW
275,23.257936982697903,77.40978497661057,Drainage,Pending,MEDIUM,0,LOW
276,23.260824206948524,77.41104436662482,Water Supply,Pending,HIGH,0,LOW
277,23.260298119391145,77.41037884830907,Streetlight,Completed,LOW,0,LOW
278,23.25869956624568,77.41610454088685,Drainage,Pending,MEDIUM,0,LOW
279,23.26003960416998,77.4144713567863,Pothole,Completed,MEDIUM,0,LOW
280,23.25912937280627,77.41514311018999,Pothole,Pending,HIGH,0,LOW
281,23.260127034690505,77.41404334412809,Pothole,Completed,MEDIUM,0,LOW
282,23.26122426134904,77.41034189645757,Streetlight,Completed,LOW,0,LOW
283,23.263072033632287,77.41155095946743,Streetlight,Completed,LOW,0,LOW
284,23.257424369002344,77.41357874912245,Pothole,Pending,HIGH,0,LOW
285,23.26416606674931,77.41015574438221,Waste,Pending,MEDIUM,0,LOW
286,23.25599582440095,77.41402599686035,Streetlight,Cancelled,HIGH,0,LOW
287,23.25959642980993,77.41211934920368,Waste,Pending,MEDIUM,0,LOW
288,23.26107663441297,77.4118503583849,Streetlight,Completed,LOW,0,LOW
289,23.260461983735468,77.4140219199364,Streetlight,Cancelled,MEDIUM,0,LOW
290,23.25865460096036,77.41348852662297,Streetlight,Pending,MEDIUM,0,LOW
291,23.25948375549928,77.41187806766835,Drainage,Pending,MEDIUM,0,LOW
292,23.25891399813068,77.41491865960673,Drainage,Completed,LOW,0,LOW
293,23.25872127048611,77.4104378733448,Pothole,Cancelled,MEDIUM,0,LOW
294,23.26159920419404,77.41383187121389,Streetlight,Cancelled,MEDIUM,0,LOW
295,23.26061403097193,77.41378620251594,Streetlight,Completed,LOW,0,LOW
296,23.25851418080948,77.41198090712138,Waste,Completed,LOW,0,LOW
297,23.261699199750865,77.41325226604448,Waste,Pending,MEDIUM,0,LOW
298,23.260514599041752,77.41009777284722,Waste,Cancelled,LOW,0,LOW
299,23.261525724237675,77.41444805403842,Pothole,Cancelled,MEDIUM,0,LOW
300,23.261159257683847,77.4122301957271,Streetlight,Pending,MEDIUM,0,LOW
301,23.25824200997815,77.41155455395896,Drainage,Pending,HIGH,0,LOW
302,23.25877963791961,77.41469801845167,Waste,Pending,MEDIUM,0,LOW
303,23.261394587210244,77.41119131261891,Waste,Pending,MEDIUM,0,LOW
304,23.261120740530867,77.40978307740727,Water Supply,Completed,MEDIUM,0,LOW
305,23.25985819681207,77.40948674165296,Waste,Pending,MEDIUM,0,LOW
306,23.260134654766617,77.4138120199027,Pothole,Pending,HIGH,0,LOW
307,23.262455329791575,77.410039141295,Streetlight,Pending,MEDIUM,0,LOW
308,23.258716857222325,77.41610958836397,Pothole,Cancelled,MEDIUM,0,LOW
309,23.26099419476234,77.40843614118423,Waste,Completed,LOW,0,LOW
310,23.25949561469513,77.41599291273658,Waste,Pending,MEDIUM,0,LOW
311,23.259464637593545,77.4130220349344,Waste,Pending,MEDIUM,0,LOW
312,23.262097553703978,77.41240657377625,Streetlight,Cancelled,MEDIUM,0,LOW
313,23.261550832697974,77.41151016182639,Pothole,Completed,MEDIUM,0,LOW
314,23.261527019272,77.4133982722287,Waste,Pending,MEDIUM,0,LOW
315,23.262510957614307,77.41252473059515,Streetlight,Pending,MEDIUM,0,LOW
316,23.259942007683264,77.41480660376403,Drainage,Pending,HIGH,0,LOW
317,23.261263905942588,77.41282845529732,Waste,Pending,MEDIUM,0,LOW
318,23.259279466486813,77.41290060352293,Pothole,Completed,MEDIUM,0,LOW
319,23.260548332704975,77.41187277557557,Streetlight,Cancelled,MEDIUM,0,LOW
320,23.259639713891264,77.41248610875256,Waste,Pending,MEDIUM,0,LOW
321,23.260093991929985,77.41321560353778,Pothole,Completed,MEDIUM,0,LOW
322,23.261090314050872,77.40917966321469,Streetlight,Completed,LOW,0,LOW
323,23.25826355863353,77.40990362915579,Drainage,Completed,LOW,0,LOW
324,23.264084774551367,77.41408652818804,Drainage,Completed,LOW,0,LOW
325,23.257887965237,77.41294173087626,Streetlight,Pending,MEDIUM,0,LOW
326,23.25747162277442,77.41223203332729,Streetlight,Pending,MEDIUM,0,LOW
327,23.262216221747,77.41263686786613,Pothole,Completed,MEDIUM,0,LOW
328,23.261483325387925,77.41329516341072,Streetlight,Pending,MEDIUM,0,LOW
329,23.261148239634103,77.41152048063938,Pothole,Pending,HIGH,0,LOW
330,23.261156691018527,77.4110433905492,Waste,Pending,MEDIUM,0,LOW
331,23.259875506454303,77.4129916905102,Streetlight,Cancelled,MEDIUM,0,LOW
332,23.258105491257027,77.41064325444476,Streetlight,Completed,LOW,0,LOW
333,23.260051609116385,77.41341650551142,Pothole,Completed,HIGH,0,LOW
334,23.258545676576976,77.40919483279153,Water Supply,Completed,MEDIUM,0,LOW
335,23.261850239466835,77.41465831127465,Waste,Completed,MEDIUM,0,LOW
336,23.259605885236994,77.41354519496483,Pothole,Completed,MEDIUM,0,LOW
337,23.258249005606412,77.41311205946863,Waste,Completed,LOW,0,LOW
338,23.25925722831669,77.41456538196789,Drainage,Pending,HIGH,0,LOW
339,23.26072586290855,77.41593094888893,Streetlight,Completed,LOW,0,LOW
340,23.258772550894392,77.41462874013003,Pothole,Completed,MEDIUM,0,LOW
341,23.258255559208862,77.40891825153733,Streetlight,Completed,LOW,0,LOW
342,23.260387374422983,77.41004084606652,Pothole,Pending,HIGH,0,LOW
343,23.260389933142218,77.4113503628446,Drainage,Pending,HIGH,0,LOW
344,23.258886113649258,77.41265218210042,Pothole,Pending,HIGH,0,LOW
345,23.258957923388763,77.41363531804093,Pothole,Completed,MEDIUM,0,LOW
346,23.26036409987471,77.41114851237369,Water Supply,Pending,HIGH,0,LOW
347,23.257003831317004,77.41297353352896,Waste,Pending,MEDIUM,0,LOW
348,23.257085072451247,77.41108923413529,Waste,Completed,MEDIUM,0,LOW
349,23.258463111557493,77.41137696439401,Streetlight,Pending,MEDIUM,0,LOW
350,23.259473105696575,77.4097866778063,Water Supply,Completed,MEDIUM,0,LOW
351,23.260521815131195,77.41075353350777,Pothole,Pending,HIGH,0,LOW
352,23.2628507124339,77.40989663078877,Waste,Cancelled,LOW,0,LOW
353,23.261615319246403,77.41064825349405,Pothole,Completed,MEDIUM,0,LOW
354,23.259580122940072,77.41470728359322,Pothole,Completed,MEDIUM,0,LOW
355,23.259861967584193,77.41070120222233,Waste,Pending,MEDIUM,0,LOW
356,23.257894941270724,77.41786476412967,Streetlight,Completed,LOW,0,LOW
357,23.259862973728012,77.41358663580176,Water Supply,Pending,HIGH,0,LOW
